title,time_added,description_excerpt,image_url
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago," Immobiliser, Alarm with central locking. Power steering, Aircon. ABS with EBD.  Fuel injected 4 cylinder 5 speed m",https://i.ebayimg.com/images/g/Br4AAOSwQsBdkqjr/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"ng, Panoramic sunroof. This is a Master car available from Barons Bellville. The vehicle comes with the remainder o",https://i.ebayimg.com/images/g/D~EAAOSwFO9dcwY4/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.6 MAXX,9 hrs ago,"h EBD, Driver and passenger airbags, Alarm/Electronic immobiliser, Central locking, Air-conditioning, Power steerin",https://i.ebayimg.com/images/g/uM0AAOSwx6pdpm1S/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/lAAAAOSw1nZdlItI/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI HIGHLINE,9 hrs ago,"L, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. Da",https://i.ebayimg.com/images/g/FrAAAOSwPc1dqmQU/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"L, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Fog Lamps. Dual Front airbags. 70KW Turbo c",https://i.ebayimg.com/images/g/1~EAAOSwF69dck6R/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/JkUAAOSw505dpm1i/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.0 TSI GT,9 hrs ago,"h Alloys. USB Radio, High- level brake light, Immobiliser, Alarm with central locking. Power steering, Aircon. ABS ",https://i.ebayimg.com/images/g/ussAAOSwGf5dlItc/s-l200.jpg
2019 VOLKSWAGEN POLO MY19 1.6 MPI CONCEPTLINE,9 hrs ago,omer satisfaction. That's what you can expect when you purchase a MasterCar - a long trusted South African brand an,https://i.ebayimg.com/images/g/b54AAOSw-INdqmUa/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE DSG,9 hrs ago,l. APPCONNECT. Light and Sight package. Voice Control. Composition Media.  70KW Turbo charged.5-Speed manual. Fuel ,https://i.ebayimg.com/images/g/QDsAAOSwfcNdkfKa/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago, Park Distance Control |Cruise Control | App-Connect | Radio Composition Media | 70KW Turbo charged.5-Speed manual.,https://i.ebayimg.com/images/g/fAQAAOSwUaBdkfTH/s-l200.jpg
2019 VOLKSWAGEN POLO MY19 1.6 MPI CONCEPTLINE,9 hrs ago,"king. Airbags. Radio/CD. Confidence, peace of mind and customer satisfaction. That's what you can expect when you p",https://i.ebayimg.com/images/g/WlMAAOSw7ZddqmUP/s-l200.jpg
2019 VOLKSWAGEN POLO 2.0 TSI GTI DSG,9 hrs ago,er -  147 kW @ 4400 rpmTorque -  320 Nm @ 1500 rpmEconomy - 5.9 l/100kmEmissions - 134 g/kmEmissions Rating - EU6Ge,https://i.ebayimg.com/images/g/5DIAAOSw1pZdU2FX/s-l200.jpg
2014 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,NDLINEPower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.2 l/100kmEmissions - 147 g/kmEmissions Rating,https://i.ebayimg.com/images/g/0Z0AAOSwRpldqmSH/s-l200.jpg
2019 VOLKSWAGEN POLO MY19 1.6 MPI CONCEPTLINE,9 hrs ago,"king. Airbags. Radio/CD. Confidence, peace of mind and customer satisfaction. That's what you can expect when you p",https://i.ebayimg.com/images/g/JEwAAOSw1kxdqmUV/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG,9 hrs ago,r Combination LED's | App-Connect | Rear View Camera | LED Headlamps | 85 KW. Turbo charged manual. Fuel consumptio,https://i.ebayimg.com/images/g/aPQAAOSwabBdkfJb/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"a.   ESP, ABS with brake assist, ASR, EDL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Com",https://i.ebayimg.com/images/g/jZsAAOSwbcBdkfUt/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,", ESP, ABS with brake assist, ASR, EDL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Compos",https://i.ebayimg.com/images/g/hOIAAOSwEHpdSXBv/s-l200.jpg
2019 VOLKSWAGEN POLO MY19 1.6 MPI CONCEPTLINE,9 hrs ago,"king. Airbags. Radio/CD. Confidence, peace of mind and customer satisfaction. That's what you can expect when you p",https://i.ebayimg.com/images/g/1U0AAOSw~8ldqmRw/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG,9 hrs ago,SGPower -  85 kW @ 5000 rpmTorque -  200 Nm @ 2000 rpmEconomy - 4.8 l/100kmEmissions - 109 g/kmEmissions Rating - E,https://i.ebayimg.com/images/g/yaUAAOSw6IJdpm-n/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,Light and Sight | Leather wrapped Multi Function Steering. 70KW Turbo charged.5-Speed manual. Fuel consumption – 4.,https://i.ebayimg.com/images/g/qrsAAOSwM3ZdkfT5/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/PBwAAOSwR-9dqRj8/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE DSG,9 hrs ago, control | App-Connect | Composition Media. 70KW Turbo charged.5-Speed manual. Fuel consumption – 4.5l /100kms. 3 y,https://i.ebayimg.com/images/g/4~UAAOSwXhRdcwZO/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"L, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Fog Lamps. Dual Front airbags. 70KW Turbo c",https://i.ebayimg.com/images/g/~ZkAAOSwTphdqFvb/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/8qIAAOSwhQpdqmRh/s-l200.jpg
2016 VOLKSWAGEN POLO VIVO HATCH 1.4 CONCEPTLINE,9 hrs ago,king. Airbags. Radio/CD. Please call or visit us today to test drive this stunning vehicle and experience our frien,https://i.ebayimg.com/images/g/zSIAAOSwmeNdqmSk/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/RIsAAOSwu5NdSsFW/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.0 TSI GT,9 hrs ago,"h Alloys. USB Radio, High- level brake light, Immobiliser, Alarm with central locking. Power steering, Aircon. ABS ",https://i.ebayimg.com/images/g/QroAAOSwTwddlItS/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG,9 hrs ago,"rol, Multi-function display, Power windows, Combined curtain and side airbags, front, Driver's and front passenger ",https://i.ebayimg.com/images/g/PyYAAOSw3FNdpmwD/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"L, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Fog Lamps. Dual Front airbags. 70KW Turbo c",https://i.ebayimg.com/images/g/TCUAAOSwmFVdkfNJ/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/Yd8AAOSwn~hdUqoj/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago," Immobiliser, Alarm with central locking. Power steering, Aircon. ABS with EBD.  Fuel injected 4 cylinder 5 speed m",https://i.ebayimg.com/images/g/DNoAAOSwtYRdqmVj/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,NDLINEPower -  55 kW @ 4800 rpmTorque -  130 Nm @ 3750 rpmEconomy - 5.7 l/100kmEmissions - 134 g/kmEmissions Rating,https://i.ebayimg.com/images/g/sEcAAOSwHIBdnH6T/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"L, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Fog Lamps. Dual Front airbags. 70KW Turbo c",https://i.ebayimg.com/images/g/fmcAAOSwbv9dqmVc/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago," Immobiliser, Alarm with central locking. Power steering, Aircon. ABS with EBD.  Fuel injected 4 cylinder 5 speed m",https://i.ebayimg.com/images/g/KrYAAOSw5MpdkfXZ/s-l200.jpg
2015 VOLKSWAGEN POLO SEDAN 1.6i COMFORTLINE TIPTRONIC,9 hrs ago,"king. Airbags. Radio/CD. Confidence, peace of mind and customer satisfaction. That's what you can expect when you p",https://i.ebayimg.com/images/g/96IAAOSwb39dqmVJ/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/TDEAAOSwZyJdUVjJ/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Connectivity Package. Daytime LED running ",https://i.ebayimg.com/images/g/YR8AAOSwdvxdqmTa/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,"h EBD, Driver and passenger airbags, Alarm/Immobiliser, Central locking, Air-conditioning, Power steering, Radio, C",https://i.ebayimg.com/images/g/n8wAAOSwrpRdqmVS/s-l200.jpg
2017 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,"h EBD, Driver and passenger airbags, Alarm/Immobiliser, Central locking, Air-conditioning, Power steering, Radio, C",https://i.ebayimg.com/images/g/I1UAAOSwFOldqG3S/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,9 hrs ago,"DL, EDTC. Hill-hold Assist. Flat-tyre indicator. Multi-function display. Composition Media. Connectivity Package. D",https://i.ebayimg.com/images/g/wcAAAOSwdsBdSsGO/s-l200.jpg
2016 Volkswagen Polo Vivo Hatch 1.6 Comfortline,9 hrs ago,all round and low kilometers will stick around long.  CALL NOW and one of our experienced sales executives will tai,https://i.ebayimg.com/images/g/~LoAAOSwQZFdk39b/s-l200.jpg
2017 Volkswagen Polo Vivo Hatch 1.4 Trendline,9 hrs ago,RIVER /       WESTERN CAPE /      .The Interior and Exterior of this vehicle is in Superb Condition      Accident F,https://i.ebayimg.com/images/g/ofUAAOSwDJxdd82F/s-l200.jpg
2018 Volkswagen Polo Hatch,9 hrs ago,-  70 kW @ 5000 rpmTorque -  175 Nm @ 2000 rpmEconomy - 4.5 l/100kmEmissions - 103 g/kmEmissions Rating - EU6Gears ,https://i.ebayimg.com/images/g/0fAAAOSwccNdW9mY/s-l200.jpg
2014 Volkswagen Crosspolo 1.6 TDI for sale!,9 hrs ago,"Full Service History TowBar & Bluetooth Connection , Mint Condition Finance and delivery can be arranged.Trad ins w",https://i.ebayimg.com/images/g/uowAAOSwHGZdnEIG/s-l200.jpg
"2016 Volkswagen Polo Vivo Hatch 1.4 Trendline, Silver with 58000km available now!",9 hrs ago,"line with 58,000kmFull Service Record, One Owner. Roadworthy & Spare KeyWarranty until 19/12/2019 or 120,000kmMint ",https://i.ebayimg.com/images/g/yOAAAOSwJTZdm0PH/s-l200.jpg
2012 Volkswagen Polo Vivo Sedan 1.6 Trendline,9 hrs ago,"motion Trend-fun ManWell looked after vehicle  Service Record, Service history, cambelt recently done as wellBlueto",https://i.ebayimg.com/images/g/OKUAAOSw9-RdoFVa/s-l200.jpg
2012 Volkswagen Polo Vivo Hatch 1.4 Trendline NO DEP. FROM R2200 P/M T&C APPLY,9 hrs ago,"priced.  Fitted with air con, C/locking, abs brakes, alarm, radio mp3 player, p/steering and more.  All trade ins w",https://i.ebayimg.com/images/g/M9gAAOSwgKRdkxnK/s-l200.jpg
2012 Renault Sandero 1.6 Rent To Own R4250/36 Month,9 hrs ago,"hicle, First instalment at salary day of R4250 After 36 terms you are owner. Insurance,Annual Licence are included.",https://i.ebayimg.com/images/g/Ke0AAOSwLh9dqqKV/s-l200.jpg
2012 VOLKSWAGEN POLO VIVO 1.6,9 hrs ago,Power -  77 kW @ 5250 rpmTorque -  155 Nm @ 3500 rpmEconomy - 6.6 l/100kmEmissions - 156 g/kmEmissions Rating - EU2,https://i.ebayimg.com/images/g/jL4AAOSwIKddhDZj/s-l200.jpg
2014 VOLKSWAGEN POLO 1.6 COMFORTLINE TIP,9 hrs ago,ine TiptronicPower -  77 kW @ 5250 rpmTorque -  155 Nm @ 3500 rpmEconomy - 6.5 l/100kmEmissions - 154 g/kmEmissions,https://i.ebayimg.com/images/g/2zcAAOSw~ZpdbSVH/s-l200.jpg
2015 VOLKSWAGEN POLO GP 1.6 COMFORTLINE,9 hrs ago,inePower -  77 kW @ 5250 rpmTorque -  155 Nm @ 3500 rpmEconomy - 6 l/100kmEmissions - 143 g/kmEmissions Rating - EU,https://i.ebayimg.com/images/g/60AAAOSwKx9dlHj4/s-l200.jpg
2011 VOLKSWAGEN POLO 1.6 COMFORTLINE TIP,9 hrs ago,ine TiptronicPower -  77 kW @ 5250 rpmTorque -  155 Nm @ 3500 rpmEconomy - 6.5 l/100kmEmissions - 154 g/kmEmissions,https://i.ebayimg.com/images/g/wpsAAOSwcJVdl~1c/s-l200.jpg
2011 Volkswagen Polo Vivo Sedan 1.6 Trendline,9 hrs ago, very neat.Please call Francois 0600706671 or Derick 0600706671 or Philippe 0600706671.Volkswagen Polo Vivo Sedan 1,https://i.ebayimg.com/images/g/5W4AAOSw3tZdbPlc/s-l200.jpg
1 Bedroom Ground floor apartment for sale on Val de Vie Estate,9 hrs ago,"D FLOOR APARTMENTThis luxurious Stefan Antoni one bedroom ""lock-up-and-go"" ground floor apartment gives a new meani",https://i.ebayimg.com/images/g/PAcAAOSwfI1dQd0s/s-l200.jpg
Volkswagen Polo Vivo 1.4 COMFORTLINE,9 hrs ago,ATE CONDITION2018 YEAR MODELONLY 23 000 KM ON CLOCKFULL SERV HISTORY15'' ALLOY WHEELSENHANCED MULTIMEDIA TOUCH SCRE,https://i.ebayimg.com/images/g/VDwAAOSw3YBde2lP/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/pogAAOSwTU1dpWgu/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/v7QAAOSw-qNdqVyY/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/oMYAAOSwSTNdSR9E/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/oMYAAOSwSTNdSR9E/s-l200.jpg
2006 Volkswagen Polo 1.6 Trendline,9 hrs ago,"car buyer, call now!Volkswagen Polo 1.6 TrendlinePower -  74 kW @ 5500 rpmTorque -  140 Nm @ 3300 rpmEconomy - 7 l/",https://i.ebayimg.com/images/g/hw0AAOSwFs5dVRAN/s-l200.jpg
2003 Volkswagen Polo Classic 1.6,9 hrs ago,e value for money!Volkswagen Polo Crosspolo 1.6 TDIDealer: Solo MotorsStock No: 3977AKA: VWGAIT REF ID: 2509572 - G,https://i.ebayimg.com/images/g/P7kAAOSwxR1dZh2i/s-l200.jpg
2013 Volkswagen Polo Sedan 1.4i Comfortline,9 hrs ago,rts. Call Now!Volkswagen Polo Sedan 1.6i ComfortlinePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 5,https://i.ebayimg.com/images/g/JroAAOSwPBJdZ2Qy/s-l200.jpg
2008 Volkswagen Polo 1.6 Comfortline Tiptronic,9 hrs ago,e vibey youngsters! Call now to see if you qualify!Volkswagen Polo 1.6 Comfortline TiptronicPower -  77 kW @ 5600 r,https://i.ebayimg.com/images/g/s0oAAOSwkNldenSZ/s-l200.jpg
2017 Volkswagen Polo Vivo 1.4 Trendline,9 hrs ago,"line, Full Service History, Spotless Interior, Immaculate Condition, Light on Fuel, Aircon, Mag Wheels, Power Steer",https://i.ebayimg.com/images/g/IAwAAOSwilNdm63t/s-l200.jpg
2015 Volkswagen Polo 1.2 TSI Comfortline for sale!,9 hrs ago,"tline, Full Service History, Spotless Interior, Truly Immaculate Condition, Light on Fuel, Aircon, Mag Wheels, Powe",https://i.ebayimg.com/images/g/hdkAAOSwVkZdlZzE/s-l200.jpg
2015 Volkswagen Polo Vivo Hatch My15 1.4 Trendline Tiptronic,9 hrs ago,"dent Free Call today for a test drive 0600706846 Group1 Nissan, www.group1cars.co.za , Finance can be arranged , Tr",https://i.ebayimg.com/images/g/3VcAAOSwRSBdpmyI/s-l200.jpg
2017 VOLKSWAGEN POLO POLO PLAYA / POLO POLO GP 1.2 TSI TRENDLINE,9 hrs ago,wer -  66 kW @ 4800 rpmTorque -  160 Nm @ 3500 rpmEconomy - 4.9 l/100kmEmissions - 117 g/kmEmissions Rating - EU4Ge,https://i.ebayimg.com/images/g/5f4AAOSwAPpdqdov/s-l200.jpg
2017 VOLKSWAGEN POLO POLO VIVO GP 1.4 TRENDLINE 5DR POLO VIVO PO,9 hrs ago,dlinePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.2 l/100kmEmissions - 147 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/qMYAAOSwdy1dqdo~/s-l200.jpg
2018 VW Polo 1.0 Tsi Trendline - Contact ZIYAAD,9 hrs ago,", 41000KM, FSH, Immaculate Condition, Finance Arranged, Trade ins Accepted, No Deposit Necessary, Contact Ziyaad, M",https://i.ebayimg.com/images/g/yY0AAOSwaENdrpcu/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/EXwAAOSwTg5dkvUa/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/Xt4AAOSwOpldeHUV/s-l200.jpg
Greenbelt stand with gorgeous views in Val de Vie Estate,9 hrs ago,"erlooking a wide greenbelt and waterway, with absolutely beautiful views of the Simonsberg and the Franschhoek moun",https://i.ebayimg.com/images/g/59wAAOSwkQddDnlS/s-l200.jpg
2014 Volkswagen Polo 1.2 TDI BlueMotion for sale!,9 hrs ago,ower -  55 kW @ 4200 rpmTorque -  180 Nm @ 2000 rpmEconomy - 3.4 l/100kmEmissions - 89 g/kmEmissions Rating - EU5Ge,https://i.ebayimg.com/images/g/TgwAAOSw-a5drw9C/s-l200.jpg
2014 Volkswagen Polo 1.4 Comfortline for sale!,9 hrs ago,r -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.1 l/100kmEmissions - 144 g/kmEmissions Rating - EU2Gear,https://i.ebayimg.com/images/g/bY0AAOSwh~xdrwT5/s-l200.jpg
2016 Volkswagen Polo Sedan 1.4i Comfortline for sale!,9 hrs ago,inePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 5.9 l/100kmEmissions - 139 g/kmEmissions Rating - ,https://i.ebayimg.com/images/g/FZYAAOSwSXFdrwsz/s-l200.jpg
2019 Volkswagen Polo 1.0 Highline,9 hrs ago,"ark Distance Control, front and rear,Lights and Vision Package. Prices shown are subject to change without notice. ",https://i.ebayimg.com/images/g/0i0AAOSww~VdqIYS/s-l200.jpg
2002 Volkswagen Polo Playa 1.4i S,9 hrs ago,"Only 179 000km

Immaculate condition inside and out
Mechanically 100%
Alloy wheels
Aircon
Power steering
Central lo",https://i.ebayimg.com/images/g/0x8AAOSwglldrpaK/s-l200.jpg
2004 Volkswagen Polo 1.6i Comfortline,9 hrs ago,"ne

Manuel Transmition
215000km on the clock
neat car inside and out
get in and go
tyres still good
aircon
power st",https://i.ebayimg.com/images/g/di4AAOSwTuVdrpXl/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,"tures include:  Central locking, power steering, dual air bags, Radio/ / USB / SD Card / Bluetooth, air conditionin",https://i.ebayimg.com/images/g/CXkAAOSwLUJdck5W/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,"tures:Specs on this vehicle includes: Air-conditioner, Power Steering, Central Locking, Radio,  Airbags, ABS AVAILA",https://i.ebayimg.com/images/g/93QAAOSwz~JdVL3k/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"tures:  70Kw & 170Nm torque 1.0i Turbo engine, Very economical fuel consumption, Air conditioner, Power-steering, A",https://i.ebayimg.com/images/g/abIAAOSwudBdVAjf/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE,9 hrs ago,"ures: 85 kw Engine, Air conditioner, Power Steering, Touch screen Radio/USB/AUX, Bluetooth, Remote Central Locking,",https://i.ebayimg.com/images/g/LHYAAOSwcyVdgei2/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"tures:  70Kw & 170Nm torque 1.0i Turbo engine, Very economical fuel consumption, Air conditioner, Power-steering, A",https://i.ebayimg.com/images/g/gcYAAOSw~BldThr8/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"tures:  70Kw & 170Nm torque 1.0i Turbo engine, Very economical fuel consumption, Air conditioner, Power-steering, A",https://i.ebayimg.com/images/g/vDsAAOSwjtJddkML/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE,9 hrs ago,"ures: 85 kw Engine, Air conditioner, Power Steering, Touch screen Radio/USB/AUX, Bluetooth, Remote Central Locking,",https://i.ebayimg.com/images/g/c5YAAOSwUqVdlwBQ/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"tures:  70Kw & 170Nm torque 1.0i Turbo engine, Very economical fuel consumption, Air conditioner, Power-steering, A",https://i.ebayimg.com/images/g/eS8AAOSwnYpdThr3/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"tures include: Air conditioner, Power-steering, Central locking, Front electric windows, Radio/touchscreen media pl",https://i.ebayimg.com/images/g/w40AAOSwbeZdfEAU/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,9 hrs ago,"tures:  70Kw & 170Nm torque 1.0i Turbo engine, Very economical fuel consumption, Air conditioner, Power-steering, A",https://i.ebayimg.com/images/g/FZ4AAOSwEMddThsB/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,"tures include:  Central locking, power steering, dual air bags, Radio/ / USB / SD Card / Bluetooth, air conditionin",https://i.ebayimg.com/images/g/NPAAAOSwgWddck5y/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,9 hrs ago,"tures:Specs on this vehicle includes: Air-conditioner, Power Steering, Central Locking, Radio,  Airbags, ABS AVAILA",https://i.ebayimg.com/images/g/tZgAAOSwjtJdclBT/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG,9 hrs ago,"ures: DSG Gearbox,  85 kw Engine, Air conditioner, Power Steering, Touch screen Radio/USB/AUX, Bluetooth, Remote Ce",https://i.ebayimg.com/images/g/~1UAAOSwT9NdjcWV/s-l200.jpg
2017 Volkswagen Polo 1.2 TSI Trendline for sale!,9 hrs ago," delivery. All Trade-in's welcome. Finance can be arranged, Contact us today! Price excludes on the road fees. Volk",https://i.ebayimg.com/images/g/hD4AAOSw75FdjDul/s-l200.jpg
4 BEDROOM LAKESIDE HOME,9 hrs ago,nds Properties. Perfectly positioned on the lake overlooking the breathtaking Simonsberg mountains and natural surr,https://i.ebayimg.com/images/g/2JgAAOSwFTddDI2B/s-l200.jpg
2017 Volkswagen Polo Vivo 1.4 Trendline Tiptronic 4 Door,9 hrs ago,"oning|Bluetooth|Central Locking|Alarm/Immobiliser|Electric Windows|ABSWith more than 70 branches countrywide, and 3",https://i.ebayimg.com/images/g/Q58AAOSwfQ1dqAuB/s-l200.jpg
Office space to rent at Polo Village Val de Vie Estate,9 hrs ago,the way you do business.Welcome to a new way of doing business at the Val de Vie Polo Village Offices. These unique,https://i.ebayimg.com/images/g/3-8AAOSwS3xdXm-I/s-l200.jpg
2011 Volkswagen Polo Vivo Hatch 1.4 Base,9 hrs ago,ervice historyairconditionerpowersteeringairbagsabs brakesradio/cdremote central locking/alarmspare keytrade ins we,https://i.ebayimg.com/images/g/AAYAAOSwEIFdqDQ8/s-l200.jpg
2018 Volkswagen Polo 1.0 TSI Trendline,9 hrs ago,any extras| you can contact the Dealer on the listed number or alternatively fill out the form for further informat,https://i.ebayimg.com/images/g/FY8AAOSw64ZdqA~0/s-l200.jpg
"2016 Volkswagen Polo 1.2 TSI Comfortline, black Edition 31000km available now!",9 hrs ago,"tline, black Edition 31000km available now! +\-R3895pm Pano Sunroof, Upgraded radio, Alloy Mags, electric windows, ",https://i.ebayimg.com/images/g/-NgAAOSwA3ddrpSd/s-l200.jpg
2018 Volkswagen Polo 1.0 Comfortline,9 hrs ago,"kage,App Connect + 2 USB Interface,Voice Control,15 inch Salou Alloy Wheels,Lights and Vision Package,Comp Media wi",https://i.ebayimg.com/images/g/0hEAAOSw9-ldrcv7/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO 1.4 TRENDLINE (5DR),9 hrs ago,dlinePower -  55 kW @ 4800 rpmTorque -  130 Nm @ 3750 rpmEconomy - 5.7 l/100kmEmissions - 134 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/cw0AAOSwJ9ldea2V/s-l200.jpg
